"Country","Target Country","Target City"
"USA","PHILIPPINE ISLANDS","LIKANAN"
"USA","JAPAN","KOBE"
"USA","JAPAN","KOBE"
"USA","JAPAN","KOBE"
"USA","NEW GUINEA","MANSINAM ISLAND"
"USA","BORNEO","MANGGAR"
"USA","NEW GUINEA","WEWAK"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","BORNEO","SEPINGGAN"
"USA","CELEBES ISLANDS","MANADO"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","BORNEO","MANGGAR"
"USA","BISMARK ARCHIPELAGO","VUNAKANAU"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","BURMA","PANGHSAPYE"
"USA","BISMARK ARCHIPELAGO","VUNAKANAU"
"NEW ZEALAND","NEW IRELAND","KAVIENG SWEEP"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","BURMA","MYITSON"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","BURMA","MYITSON"
"USA","BURMA","HSUNKWE"
"USA","BURMA","HSUNKWE"
"USA","PHILIPPINE ISLANDS","CABALLO"
"USA","BURMA","HSIPAW"
"USA","BURMA","HSIPAW"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","NAWNG UN"
"USA","BORNEO","MANGGAR"
"USA","NEW GUINEA","AMABO"
"USA","BURMA","NAWNG UN"
"USA","CELEBES ISLANDS","TARAKIAN ISLAND"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","CABCABEN"
"USA","BORNEO","MANGGAR"
"USA","CAROLINE ISLANDS","TRUK ISLAND"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","FORMOSA AND RYUKYU ISLANDS","REIGARYO"
"GREAT BRITAIN","GERMANY","NURNBERG"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","SOLOMON ISLANDS","KAHILI"
"USA","SOLOMON ISLANDS","KAHILI"
"USA","SOLOMON ISLANDS","KAHILI"
"USA","BURMA","SHWELI"
"USA","FRENCH INDO CHINA","HAIPHONG"
"USA","BURMA","SUMPRABUM"
"USA","BURMA","NSOPZUP"
"USA","NEW GUINEA","SALAMAUA"
"USA","NEW GUINEA","SALAMAUA"
"GREAT BRITAIN","GREECE","VIBO VALENTIA"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","RANDAZZO"
"USA","ITALY","RANDAZZO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","CIAMPINO"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","SOLOMON ISLANDS","BALLALE"
"USA","SOLOMON ISLANDS","BALLALE"
"USA","BURMA","NAMTI"
"USA","ITALY","GELA"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","MADANG"
"USA","SOLOMON ISLANDS","7 45 S 156 5"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","MADANG"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","ZELL"
"USA","GERMANY","ZELL"
"USA","GERMANY","BAD KREUZNACH"
"USA","GERMANY","BAD KREUZNACH"
"USA","GERMANY","BAD KREUZNACH"
"USA","GERMANY","BULLAY"
"USA","GERMANY","DARMSTADT"
"USA","GERMANY","DARMSTADT"
"USA","GERMANY","DARMSTADT"
"USA","GERMANY","HAMBURG"
"USA","GERMANY","HAMBURG"
"USA","GERMANY","HAMBURG"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","ALLACH"
"USA","GERMANY","ALLACH"
"USA","GERMANY","ALLACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","ALLACH"
"USA","GERMANY","ALLACH"
"USA","GERMANY","ALLACH"
"USA","GERMANY","BEERFELDEN"
"USA","GERMANY","BEERFELDEN"
"USA","GERMANY","BEERFELDEN"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","EBELSBACH"
"USA","GERMANY","UNIDENTIFIED"
"USA","HOLLAND OR NETHERLANDS","UNKNOWN"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","MATZLEINSDORF"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","VIENNA"
"USA","AUSTRIA","KLAGENFURT"
"USA","GERMANY","HORREM"
"USA","GERMANY","HORREM"
"USA","GERMANY","HORREM"
"USA","GERMANY","HORREM"
"GREAT BRITAIN","GERMANY","HANNOVER"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","WANNE EICKEL"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","HOHENBUDBERG"
"GREAT BRITAIN","GERMANY","HOHENBUDBERG"
"GREAT BRITAIN","GERMANY","HOHENBUDBERG"
"GREAT BRITAIN","GERMANY","HOHENBUDBERG"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","IJMUIDEN"
"GREAT BRITAIN","GERMANY","POLITZ"
"GREAT BRITAIN","GERMANY","POLITZ"
"GREAT BRITAIN","GERMANY","POLITZ"
"GREAT BRITAIN","GERMANY","POLITZ"
"GREAT BRITAIN","GERMANY","POLITZ"
"GREAT BRITAIN","GERMANY","GELSENKIRCHEN"
"GREAT BRITAIN","GERMANY","FREFELD"
"GREAT BRITAIN","GERMANY","MUNCHEN GLADBACH"
"GREAT BRITAIN","GERMANY","OSNABRUCK"
"USA","HUNGARY","NAGYKANIZSA"
"USA","HUNGARY","NAGYKANIZSA"
"USA","HUNGARY","NAGYKANIZSA"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","CALLIANO"
"USA","ITALY","CALLIANO"
"USA","ITALY","CALLIANO"
"USA","NEW GUINEA","KOMIATUM"
"USA","BURMA","MYITNGE"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","NEW GUINEA","SORONG"
"USA","SOLOMON ISLANDS","VELLA"
"USA","SOLOMON ISLANDS","BALLALE"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","GOGOL RIVER"
"USA","NEW GUINEA","GUM RIVER"
"USA","BURMA","SUMPRABUM"
"USA","NEW GUINEA","SALAMAUA"
"USA","NEW GUINEA","SALAMAUA"
"USA","CHINA","TENGCHUNG"
"USA","BURMA","MOGAUNG"
"USA","BURMA","MANDALAY"
"USA","BURMA","MYITNGE"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","RANDAZZO"
"USA","ITALY","RANDAZZO"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","RANDAZZO"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","MONTE CORVINO PUGLI"
"USA","ITALY","RANDAZZO"
"USA","ITALY","RANDAZZO"
"USA","ITALY","RANDAZZO"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"USA","ITALY","VIBO VALENTIA"
"GREAT BRITAIN","BURMA","AKYAB / AMALS"
"USA","NEW GUINEA","MADANG"
"USA","BISMARK ARCHIPELAGO","RABAUL"
"USA","BURMA","NAMTI"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ITALY","NICOSIA"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ITALY","CATANIA"
"USA","SOLOMON ISLANDS","BAIROKO HARBOR"
"USA","JAVA","SOEKABAJA"
"USA","SOLOMON ISLANDS","BAIROKO HARBOR"
"USA","SOLOMON ISLANDS","BAIROKO HARBOR"
"USA","JAVA","SOERABAJA"
"USA","SOLOMON ISLANDS","BAIROKO HARBOR"
"USA","NEW GUINEA","SALAMAUA"
"USA","BURMA","NSOPZUP"
"USA","ITALY","CATANIA"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","NAPLES"
"USA","ITALY","NAPLES"
"USA","ITALY","NAPLES"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","GROSSETO"
"USA","ITALY","CERAMI"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","HOLLAND OR NETHERLANDS","UNKNOWN"
"USA","HOLLAND OR NETHERLANDS","UNKNOWN"
"USA","ITALY","CALLIANO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","CALLIANO"
"USA","ITALY","CALLIANO"
"USA","ITALY","CALLIANO"
"USA","ITALY","CALLIANO"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","CHIUSAFORTE"
"GREAT BRITAIN","GREECE","VERONA W M/Y"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","PHILIPPINE ISLANDS","CABCABEN"
"USA","PHILIPPINE ISLANDS","CABCABEN"
"USA","PHILIPPINE ISLANDS","CABCABEN"
"USA","PHILIPPINE ISLANDS","CABCABEN"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","CELEBES ISLANDS","PANIKIAN"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","RANIMBOA"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","HSUNKWE"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","PHILIPPINE ISLANDS","MARIVELES"
"USA","PHILIPPINE ISLANDS","BAGAC"
"USA","PHILIPPINE ISLANDS","BAGAC"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","PHILIPPINE ISLANDS","LUZON"
"USA","PHILIPPINE ISLANDS","CABCABEN"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","JAPAN","KOBE"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","BURMA","KEHSI MANSAM"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","CELEBES ISLANDS","WEDA BAY"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","BAYOMBONG"
"USA","PHILIPPINE ISLANDS","NAGUILIAN"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","PHILIPPINE ISLANDS","BAGUIO"
"USA","PHILIPPINE ISLANDS","BAGUIO"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","BURMA","BAWGYO"
"USA","MARIANAS ISLANDS","PAGAN ISLAND"
"USA","CELEBES ISLANDS","DJAILOLO"
"USA","MARIANAS ISLANDS","PAGAN ISLAND"
"USA","BURMA","NALANG"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","CELEBES ISLANDS","BOELA"
"USA","PHILIPPINE ISLANDS","NICHOLS FIELD"
"USA","PHILIPPINE ISLANDS","MANILA"
"USA","PHILIPPINE ISLANDS","LUZON"
"USA","PHILIPPINE ISLANDS","SAN MATEO"
"USA","NEW GUINEA","WEWAK"
"USA","PHILIPPINE ISLANDS","LEGASPI"
"USA","BURMA","PANG SANG"
"USA","BURMA","MYITSON"
"USA","PHILIPPINE ISLANDS","LEGASPI"
"USA","NEW GUINEA","WEWAK"
"USA","JAPAN","NAGOYA"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"USA","PHILIPPINE ISLANDS","MATINA"
"NEW ZEALAND","NEW IRELAND","KAVIENG SWEEP"
"USA","JAPAN","OTA"
"USA","JAPAN","OTA"
"USA","JAPAN","OTA"
"USA","JAPAN","OTA"
"USA","JAPAN","OTA"
"USA","JAPAN","TATEYAMA"
"USA","JAPAN","CHISHI"
"USA","JAPAN","KOGA"
"USA","JAPAN","TATEYAMA"
"USA","JAPAN","NACHIJO JIMA"
"USA","JAPAN","OTA"
"USA","CAROLINE ISLANDS","TRUCK ISLAND"
"USA","JAPAN","CHISHI"
"USA","UNKNOWN OR NOT INDICATED","UNKNOWN"
"USA","UNKNOWN OR NOT INDICATED","UNKNOWN"
"USA","UNKNOWN OR NOT INDICATED","UNKNOWN"
"USA","JAPAN","NACHIJO JIMA"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","ITALY","CERAMI"
"USA","ITALY","CERAMI"
"GREAT BRITAIN","BURMA","AKYAB / TAUNGUP/ HPARABYIN"
"USA","NEW GUINEA","BOGADJIM"
"USA","NEW GUINEA","MINDJIM RIVER"
"USA","BURMA","KATHA"
"USA","NEW GUINEA","MINDJIM RIVER"
"USA","NEW GUINEA","VOCO POINT"
"USA","NEW GUINEA","MINDJIM RIVER"
"USA","NEW GUINEA","MADANG"
"USA","NEW GUINEA","DAUMONIA"
"USA","NEW GUINEA","MADANG"
"USA","BISMARK ARCHIPELAGO","YAULA"
"USA","SOLOMON ISLANDS","SHORTLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","SOLOMON ISLANDS","6 22 S 156 0"
"USA","SOLOMON ISLANDS","BUIN"
"USA","SOLOMON ISLANDS","BOUGAINVILLE"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ITALY","RANDAZZO"
"USA","ITALY","NICOSIA"
"USA","ITALY","PETRALIA"
"USA","ITALY","RANDAZZO"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ITALY","CERAMI"
"USA","NEW GUINEA","KDMIATUM"
"USA","NEW GUINEA","KDMIATUM"
"USA","NEW GUINEA","KOMIATUM"
"USA","NEW GUINEA","KOMIATUM"
"USA","NEW GUINEA","KDMIATUM"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","NEW GUINEA","KOMIATUM"
"USA","NEW GUINEA","SALAMAUA"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","NEW GUINEA","KOMIATUM"
"USA","NEW GUINEA","KDMIATUM"
"USA","ITALY","BATTIPAGLIA"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","NEW GUINEA","SALAMAUA"
"USA","BURMA","NSOPZUP"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ITALY","NICOSIA"
"USA","ITALY","COSENZA"
"USA","ITALY","NICOSIA"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","BURMA","SHINGBAN"
"USA","BURMA","MEIKTILA"
"USA","BURMA","MYINGYAN"
"USA","NEW GUINEA","KDMIATUM"
"USA","NEW GUINEA","KOMIATUM"
"USA","ALEUTIAN ISLANDS","KISKA ISLAND"
"USA","ITALY","SANTO STEFANO CAMAS"
"USA","ITALY","ORLANDO"
"USA","NEW GUINEA","BOGADJIM"
"USA","ITALY","ORLANDO"
"USA","NEW GUINEA","BOGADJIM"
"USA","NEW GUINEA","BOGADJIM"
"USA","NEW GUINEA","BOGADJIM"
"USA","BURMA","MANDALAY"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","FORMOSA AND RYUKYU ISLANDS","HEITO"
"USA","AUSTRIA","KNITTELFELD"
"USA","AUSTRIA","KNITTELFELD"
"USA","AUSTRIA","KNITTELFELD"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","47 40 N 016 00 E"
"USA","AUSTRIA","47 40 N 016 00 E"
"USA","AUSTRIA","47 40 N 016 00 E"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","BRUCK"
"USA","AUSTRIA","KNITTELFELD"
"USA","AUSTRIA","KNITTELFELD"
"USA","AUSTRIA","KNITTELFELD"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
"USA","AUSTRIA","MOOSBIERBAUM"
